"id_empresa","provincia","cod_letra","des_letra","cod_sector","des_sector","cod_tamano","des_tamano","cod_sector_tic","cod_tamano_tic","k","f_exp","tic1_1","tic1_2","tic1_3a","tic1_3b","tic1_3c","tic1_3d","tic2_1","tic2_2","tic2_2_1a","tic2_2_1b","tic2_2_1c","tic2_2_2","tic2_3","tic2_3_1a","tic2_3_1b","tic2_4","tic2_5_pers_ocup_h","tic2_5_pers_ocup_m","tic2_5_pers_ocup_internet_h","tic2_5_pers_ocup_internet_m","tic2_6a","tic2_6b","tic2_6c","tic2_6d","tic2_6e","tic2_6f","tic2_6g","tic2_6h","tic2_6i","tic2_6j","tic2_6k","tic2_7a","tic2_7b","tic2_7c","tic2_7d","tic2_8","tic2_8_1","tic2_8_2a","tic2_8_2b","tic2_8_2c","tic2_8_2d","tic2_8_2e","tic2_8_2f","tic2_8_2f_e","tic2_9","tic2_10","tic2_11","tic3_1","tic3_1_1_ventas","tic3_1_1_ventas_x_internet","tic3_1_1_ventas_x_internet_pais","tic3_1_1_ventas_x_internet_extranjero","tic3_1_2a","tic3_1_2b","tic3_1_2c","tic3_1_2d","tic3_1_2e","tic3_1_2f","tic3_1_2g","tic3_1_2g_e","tic3_2","tic3_2_1_compras","tic3_2_1_compras_x_internet","tic3_2_1_compras_x_internet_pais","tic3_2_1_compras_x_internet_extranjero","tic4_1a","tic4_1b","tic4_1c","tic4_1d","tic4_1e","tic4_1f","tic4_1_1_pers_ocup_h","tic4_1_1_pers_ocup_m","tic4_1_1_pers_ocup_usa_disp_h","tic4_1_1_pers_ocup_usa_disp_m","tic4_2a","tic4_2b","tic4_2c","tic4_2d","tic4_2e","tic4_3","tic4_3_1a","tic4_3_1b","tic4_4a","tic4_4b","tic4_4c","tic4_4d","tic4_4e","tic4_4f","tic4_4g","tic4_4h","tic5_1a","tic5_1b","tic5_1c","tic5_1d","tic5_1e","tic5_1f","tic5_1g","tic5_1h","tic6_1","tic6_1_1_pers_ocup_h","tic6_1_1_pers_ocup_m","tic6_1_1_pers_ocup_especialista_h","tic6_1_1_pers_ocup_especialista_m","tic6_2a","tic6_2b","tic6_2c","Año"
"46552773071",7,"G","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas",3,"Comercio",5,"Grande Empresa",2,2,1,1,2,,,,,,1,1,2,1,2,"2",2,,,2,7,5,1,5,1,2,2,2,1,1,1,2,2,2,2,1,1,1,1,2,,,,,,,,"",2,2,1,2,7094779,,,,1,2,1,2,2,2,2,"",2,7363981,,,,3,0,0,2,0,0,7,5,1,5,1,1,2,2,2,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,1,2,2,2,2,7,5,,,2,2,1,2016
"46605030092",9,"G","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas",3,"Comercio",4,"Mediana Empresa B",2,1,1,1,1,6000,0,0,30,70,1,1,2,2,1,"2",2,,,2,7,21,7,21,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,2,2,2,2,"",2,2,1,2,3634525,,,,2,1,2,2,2,2,2,"",2,3121347,,,,20,3,0,0,0,0,7,21,0,3,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,2,2,7,21,,,2,2,1,2016
"46605210171",17,"J","Información y comunicación",5,"Servicios",5,"Grande Empresa",3,2,1,1,2,,,,,,1,1,2,2,1,"3",1,2,1,1,7,0,7,0,1,2,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,"CONSTRUCCIONES (ESPECIFICACION) DATA CENTER",2,2,1,2,,,,,1,2,2,2,2,2,2,"",1,9780016,1,0,100,7,0,0,7,0,2,7,0,7,0,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,7,0,6,0,1,1,2,2018
"46620103179",17,"M","Actividades profesionales, científicas y técnicas",5,"Servicios",3,"Mediana Empresa A",3,1,1,1,1,9264,18,0,0,82,1,1,2,2,1,"2",1,1,1,2,7,4,7,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,,,,"",2,2,1,2,1925273,,,,1,2,2,2,2,2,2,"",2,1588668,,,,4,5,0,1,0,2,7,4,7,2,2,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,2,7,4,,,2,2,1,2016
"46644640230",23,"G","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas",3,"Comercio",4,"Mediana Empresa B",2,1,1,1,2,,,,,,1,1,2,1,2,"3",2,,,2,7,3,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,"",2,2,1,2,,,,,1,2,2,1,2,2,2,"",2,4563667,,,,4,0,0,0,0,0,7,3,3,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,2,7,3,,,2,2,2,2018
"46717437233",23,"G","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas",3,"Comercio",5,"Grande Empresa",2,2,1,1,2,,,,,,1,1,2,2,1,"4",1,1,2,2,7,2,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,,,,,,,,"",2,2,1,2,12716630,,,,1,1,1,1,1,1,2,"",2,12413930,,,,4,0,0,0,0,0,7,2,1,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,7,2,,,2,2,2,2018
"46789875090",9,"G","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas",3,"Comercio",5,"Grande Empresa",2,2,1,1,2,,,,,,1,1,2,1,2,"3",1,1,1,2,7,9,7,9,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,"",2,2,2,2,18128529,,,,2,1,2,2,2,2,2,"",2,17741592,,,,10,1,0,0,0,0,7,9,6,3,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,7,9,,,2,2,1,2017
"46829300176",17,"G","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas",3,"Comercio",4,"Mediana Empresa B",2,1,1,1,2,,,,,,1,1,2,2,1,"2",2,,,2,7,9,0,9,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,2,1,2,2,2,2,2,"",1,2,1,2,3743333,,,,2,2,2,2,2,1,2,"",2,3541623,,,,11,3,0,0,0,0,7,9,0,9,2,1,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,7,9,,,2,2,1,2016
"46910482092",9,"G","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas",3,"Comercio",5,"Grande Empresa",2,2,1,1,1,3335,80,0,0,20,1,1,2,2,1,"4",1,2,1,2,7,5,7,5,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,2,,,,,,,,"",2,2,1,2,15118149,,,,1,2,2,2,1,2,2,"",2,16987016,,,,0,12,0,0,0,0,7,5,7,5,2,1,2,2,2,1,1,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,7,5,,,2,1,2,2018
"47034000090",17,"H","Transporte y almacenamiento",5,"Servicios",3,"Mediana Empresa A",3,1,1,35.50887022378,2,,,,,,1,1,2,2,1,"3",2,,,2,7,3,7,3,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,2,"",2,2,1,2,,,,,1,2,2,2,2,2,2,"",2,1401533,,,,1,9,0,10,0,2,7,3,7,3,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,7,3,,,2,2,1,2018
"47034000090",17,"H","Transporte y almacenamiento",5,"Servicios",3,"Mediana Empresa A",3,1,1,12.654818070186774,1,1726,100,0,0,0,1,1,1,2,2,"3",1,1,2,2,7,3,7,3,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,2,2,"",2,2,1,2,1838192,,,,1,1,1,2,2,1,2,"",2,1678246,,,,0,1,0,0,0,0,7,3,0,1,2,1,2,2,2,1,1,2,1,1,2,1,1,2,2,1,1,2,2,2,1,2,2,1,2,7,3,,,2,1,2,2017
"47110670075",7,"G","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas",3,"Comercio",5,"Grande Empresa",2,2,1,1,1,2875,100,0,0,0,1,1,2,2,1,"3",1,1,2,1,7,7,0,7,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,2,,,,,,,,"",2,2,2,2,23505360,,,,1,2,1,2,2,2,2,"",2,22583272,,,,7,0,0,0,0,0,7,7,0,7,2,1,1,2,2,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,1,2,7,7,,,2,2,2,2018
"47110670075",7,"G","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas",3,"Comercio",5,"Grande Empresa",2,2,1,1,2,,,,,,1,1,2,2,1,"1",1,2,1,2,7,6,1,2,1,2,1,1,1,1,1,2,2,2,2,1,1,1,2,2,,,,,,,,"",2,2,1,2,18831052,,,,1,2,1,2,2,2,2,"",2,18088110,,,,0,0,0,0,0,0,7,6,,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,7,6,,,2,2,1,2017
"47127927037",14,"G","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas",3,"Comercio",5,"Grande Empresa",2,2,1,1,1,900,100,0,0,0,1,1,2,1,2,"2",1,2,1,2,7,4,1,4,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,,,,,,,,"",2,2,1,2,8255640,,,,2,2,1,2,2,2,2,"",2,7886588,,,,6,6,0,1,0,0,7,4,1,4,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,7,4,,,2,1,2,2017
"47212443171",9,"G","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas",3,"Comercio",5,"Grande Empresa",2,2,1,1,2,,,,,,1,1,1,2,1,"4",1,1,1,1,7,3,7,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,"",1,1,1,1,8782289,100,100,,2,2,2,2,2,2,2,"",1,8626236,100,0,100,11,0,0,0,0,2,7,3,4,3,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,2,7,3,,,2,2,1,2018
"47392384185",18,"F","Construcción",4,"Construcción",5,"Grande Empresa",1,2,1,1,2,,,,,,1,1,1,2,1,"3",2,,,1,7,4,7,4,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,,,,,,,,"",2,2,1,2,7172027,,,,1,2,2,2,2,2,2,"",2,6336260,,,,1,14,0,0,0,0,7,4,7,4,2,1,1,2,1,1,1,2,1,1,1,1,1,2,2,2,1,1,2,2,1,1,2,1,2,7,4,,,2,2,2,2018
"47422873097",9,"G","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas",3,"Comercio",5,"Grande Empresa",2,2,1,1,1,2105,100,0,0,0,1,1,2,2,1,"2",1,1,2,2,7,10,3,6,1,2,2,2,1,1,1,2,2,2,2,1,1,1,1,2,,,,,,,,"",2,2,1,2,,,,,1,2,2,2,2,2,2,"",2,19448046,,,,6,3,0,0,0,0,7,10,3,6,1,1,1,2,2,1,2,1,1,2,1,2,2,1,2,2,1,1,2,2,1,2,2,2,2,7,10,,,2,2,2,2018
"47434359186",18,"G","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas",3,"Comercio",5,"Grande Empresa",2,2,1,1,1,6324,94,0,6,0,1,1,2,2,1,"2",1,2,1,2,7,7,0,7,1,2,2,1,1,1,1,2,2,2,2,1,1,1,1,2,,,,,,,,"",2,2,1,2,10346924,,,,2,2,2,1,2,2,2,"",2,10285014,,,,10,1,0,0,0,0,7,7,4,7,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,7,7,,,2,2,1,2018
"13607554026",2,"H","Transporte y almacenamiento",5,"Servicios",4,"Mediana Empresa B",3,1,1,9.25329478,1,9015,90,0,0,10,1,1,2,2,1,"3",2,,,1,7,19,4,12,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,2,,,,,,,,"",2,2,2,2,3705796,,,,2,2,1,1,1,1,2,"",2,3587785,,,,9,3,0,0,0,5,7,19,1,3,1,1,1,2,2,2,,,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,1,2,7,19,,,2,2,1,2016
"13706318091",9,"G","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas",3,"Comercio",5,"Grande Empresa",2,2,1,1,2,,,,,,1,1,2,2,1,"2",2,,,2,7,3,7,3,1,2,1,2,1,2,2,2,2,2,2,1,1,1,1,2,,,,,,,,"",2,2,1,2,6369226,,,,2,1,2,2,2,2,2,"",2,6370742,,,,0,0,0,0,0,0,7,3,0,0,1,1,2,2,2,2,,,1,1,2,1,1,2,2,2,1,1,2,2,1,1,2,2,2,7,3,,,2,2,2,2018
"13707879097",9,"G","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas",3,"Comercio",4,"Mediana Empresa B",2,1,1,16.5164727966047,2,,,,,,1,1,2,2,1,"3",1,1,2,2,7,15,7,15,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,,,,,,,,"",2,1,1,2,2492707,,,,1,2,2,2,2,2,2,"",2,1885425,,,,13,2,0,22,10,1,7,15,7,15,2,1,2,2,1,2,,,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,2,7,15,,,2,2,1,2017
"13708577094",9,"S","Otras actividades de servicios",5,"Servicios",3,"Mediana Empresa A",3,1,1,5.4468085106383,1,1030,100,0,0,0,1,1,1,2,2,"2",1,2,2,2,7,40,3,9,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,"",2,1,1,1,1252902,20,100,0,2,1,2,2,2,2,2,"",2,668963,,,,12,0,0,0,0,1,7,40,3,9,2,1,1,1,2,2,,,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,2,7,40,,,2,2,2,2018
"13710294091",13,"G","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas",3,"Comercio",5,"Grande Empresa",2,2,1,1,2,,,,,,1,1,2,1,2,"2",2,,,2,7,5,3,5,1,1,1,2,1,1,2,2,2,2,1,1,1,1,1,2,,,,,,,,"",2,2,1,2,6782238,,,,2,1,2,2,2,2,2,"",2,6491455,,,,3,5,0,4,0,0,7,5,3,5,2,1,1,2,1,2,,,1,1,1,1,1,2,2,2,1,1,1,2,1,2,2,1,2,7,5,,,2,2,1,2017
"13711511096",9,"G","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas",3,"Comercio",5,"Grande Empresa",2,2,1,1,2,,,,,,1,1,2,1,2,"2",2,,,2,7,1,2,1,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,,,,,,,,"",2,2,1,2,5311084,,,,1,1,1,1,2,1,2,"",2,5114313,,,,2,1,0,3,0,0,7,1,2,1,1,1,2,2,2,2,,,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,7,1,,,2,2,1,2017
"13739813128",12,"G","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas",3,"Comercio",5,"Grande Empresa",2,2,1,1,2,,,,,,1,1,1,1,1,"5",2,,,2,7,9,2,1,1,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,"",2,2,2,2,5020539,,,,2,2,2,2,2,2,2,"",2,4814915,,,,11,0,0,0,0,1,7,9,3,5,1,1,1,2,2,2,,,2,2,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,7,9,,,2,2,1,2016
"13752379135",23,"G","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas",3,"Comercio",3,"Mediana Empresa A",2,1,1,233.5984847,1,4372,0,0,0,100,1,1,2,2,1,"4",2,,,2,7,5,7,5,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,,,,,,,,"",2,2,1,2,1016953,,,,2,2,1,2,2,2,2,"",2,898402,,,,4,0,0,1,0,0,7,5,5,5,2,1,1,2,2,2,,,2,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2,7,5,,,2,2,1,2016
"13786732179",17,"P","Enseñanza",5,"Servicios",3,"Mediana Empresa A",3,1,1,4.120769493737763,1,11000,4,0,0,96,1,1,2,2,1,"5",1,1,2,1,7,36,6,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,"",1,1,1,2,1143882,,,,1,2,2,2,2,2,2,"",1,345803,100,98,2,80,1,0,3,0,4,7,36,6,34,1,1,2,1,1,2,,,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,2,7,36,,,2,1,2,2017
"13825054175",17,"G","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas",3,"Comercio",5,"Grande Empresa",2,2,1,1,1,21368,25,0,15,60,1,1,2,2,1,"2",2,,,2,7,2,6,2,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,2,,,,,,,,"",2,2,1,2,13335367,,,,2,1,1,2,2,2,2,"",2,12101950,,,,1,7,0,3,0,2,7,2,6,2,2,1,2,2,2,2,,,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,7,2,,,2,2,1,2017
"13826107175",17,"Q","Actividades de atención de la salud humana y de asistencia social",5,"Servicios",3,"Mediana Empresa A",3,1,1,6.738830521,2,,,,,,1,1,2,2,1,"4",2,,,2,7,17,5,8,1,2,2,1,1,1,2,1,2,2,2,1,1,1,1,2,,,,,,,,"",2,2,1,2,1313588,,,,1,2,2,2,2,2,2,"",2,707941,,,,5,4,0,0,0,5,7,17,5,8,2,1,1,2,2,2,,,2,1,1,1,1,2,2,1,1,1,2,2,1,2,2,1,2,7,17,,,2,2,1,2016
"13826667171",17,"G","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas",3,"Comercio",5,"Grande Empresa",2,2,1,1,2,,,,,,1,1,2,1,2,"4",1,1,1,2,7,8,2,8,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,2,2,2,"",2,2,1,1,6766389,12,100,0,2,2,1,2,2,2,2,"",1,6808094,80,25,75,12,1,0,4,0,1,7,8,2,8,2,1,2,2,2,2,,,1,1,1,1,2,1,2,2,1,1,2,2,1,1,2,2,1,7,8,1,1,2,2,1,2018
"13829622178",17,"F","Construcción",4,"Construcción",3,"Mediana Empresa A",1,1,1,1,2,,,,,,1,1,2,2,1,"3",1,2,1,2,7,3,3,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,2,,,,,,,,"",2,2,1,2,1817444,,,,1,2,2,2,2,2,2,"",2,278928,,,,7,1,0,1,0,6,7,3,3,1,2,1,1,2,2,2,,,1,2,2,1,1,1,1,1,1,1,2,2,1,2,2,2,2,7,3,,,2,2,1,2016
"13842282181",18,"G","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas",3,"Comercio",4,"Mediana Empresa B",2,1,1,16.5164727966047,2,,,,,,1,1,1,2,2,"3",2,,,1,7,2,7,1,1,1,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,"",1,1,1,2,2308325,,,,2,2,2,2,2,2,1,"VENTA PERSONALIZADA",2,2371585,,,,5,0,0,0,0,0,7,2,5,1,1,1,1,2,2,2,,,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,7,2,,,2,2,1,2017
"14600025091",9,"L","Actividades inmobiliarias",5,"Servicios",5,"Grande Empresa",3,2,1,1,2,,,,,,1,1,1,2,2,"2",2,,,2,7,6,7,6,1,2,2,1,1,1,1,2,2,2,2,1,1,1,1,2,,,,,,,,"",2,2,1,2,16651133,,,,1,1,1,1,1,1,2,"",2,15907515,,,,5,2,0,0,0,0,7,6,7,6,1,1,1,2,2,2,,,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,7,6,,,2,2,1,2016
"14615985172",17,"K","Actividades financieras y de seguros",5,"Servicios",4,"Mediana Empresa B",3,1,1,0.647887323943662,1,9655,100,0,0,0,1,1,2,2,1,"4",2,,,2,7,8,7,8,1,2,1,2,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,2,1,2,2,"",1,1,1,2,2307984,,,,1,2,2,2,2,2,2,"",2,550760,,,,10,4,0,4,0,1,7,8,7,7,1,1,1,2,2,2,,,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,7,8,,,2,2,1,2018
"14615985172",17,"K","Actividades financieras y de seguros",5,"Servicios",4,"Mediana Empresa B",3,1,1,1,1,1963,100,0,0,0,1,1,2,1,2,"4",2,,,2,7,11,6,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,"",2,2,2,2,2026049,,,,1,2,2,2,2,2,2,"",2,599543,,,,10,4,0,4,2,0,7,11,7,5,2,1,2,2,2,2,,,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,7,11,,,2,2,1,2017
"14616462173",24,"G","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas",3,"Comercio",4,"Mediana Empresa B",2,1,1,1,2,,,,,,1,1,2,2,1,"1",2,,,2,7,1,0,1,1,2,2,2,1,1,2,2,2,2,2,1,1,1,2,2,,,,,,,,"",2,2,1,2,4870486,,,,1,2,2,2,2,2,2,"",2,4565164,,,,4,0,0,0,0,0,7,1,0,1,2,1,1,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,1,,,2,2,1,2016
"14620234126",12,"G","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas",3,"Comercio",4,"Mediana Empresa B",2,1,1,1,2,,,,,,1,1,2,2,1,"4",2,,,2,7,2,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,,,,,,,,"",2,2,1,2,2607766,,,,1,1,1,2,2,2,2,"",2,2016969,,,,5,1,0,0,0,1,7,2,2,2,1,1,1,2,2,2,,,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,2,7,2,,,2,2,1,2017
"14623939171",17,"G","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas",3,"Comercio",3,"Mediana Empresa A",2,1,1,15.35303186929317,1,672,100,0,0,0,1,1,2,1,1,"3",2,,,2,7,2,6,2,1,2,2,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,"",2,2,2,2,1508850,,,,1,2,1,1,1,2,2,"",2,1431348,,,,1,4,0,0,0,1,7,2,3,2,1,1,1,2,2,2,,,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,1,7,2,2,0,2,2,1,2017
"14629505173",17,"Q","Actividades de atención de la salud humana y de asistencia social",5,"Servicios",4,"Mediana Empresa B",3,1,1,3.6125993189557324,1,3401,100,0,0,0,1,1,2,1,2,"5",1,1,2,2,7,20,7,20,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,"",2,2,1,2,2884531,,,,1,2,2,2,2,2,2,"",2,1181890,,,,8,1,0,0,0,1,7,20,4,5,2,1,1,2,1,2,,,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,7,20,1,0,2,2,1,2017
"14632487097",9,"H","Transporte y almacenamiento",5,"Servicios",4,"Mediana Empresa B",3,1,1,9.25329478,2,,,,,,1,1,1,2,2,"2",1,1,2,2,7,11,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,1,1,1,2,1,2,2,2,2,2,"",2,2,1,2,4297885,,,,1,2,2,2,2,2,2,"",2,4057861,,,,10,0,0,73,0,5,7,11,1,2,2,1,1,2,2,2,,,1,2,2,1,1,1,2,2,1,1,2,2,1,2,2,2,2,7,11,,,2,2,1,2016
"14643119073",7,"L","Actividades inmobiliarias",5,"Servicios",4,"Mediana Empresa B",3,1,1,7.85546416,2,,,,,,1,1,1,2,2,"2",2,,,2,7,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,1,1,2,2,,,,,,,,"",2,2,1,2,3589946,,,,2,2,2,2,2,2,1,"CONTACTO DIRECTO CON EL CLIENTE",2,2914306,,,,2,0,0,0,0,0,7,2,2,2,2,1,2,2,2,2,,,1,2,1,1,2,1,2,2,1,1,2,2,1,2,2,1,2,7,2,,,2,2,1,2016
"14643314046",17,"G","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas",3,"Comercio",4,"Mediana Empresa B",2,1,1,1,1,7716,100,0,0,0,1,1,2,1,2,"3",1,2,1,2,7,5,2,3,1,2,2,2,1,2,2,1,2,2,2,1,1,1,1,2,,,,,,,,"",2,2,1,2,3805191,,,,1,1,1,1,1,1,2,"",2,3887239,,,,4,1,0,1,0,6,7,5,2,3,2,1,1,2,2,2,,,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,7,5,,,2,2,1,2016
"14647786031",3,"G","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas",3,"Comercio",5,"Grande Empresa",2,2,1,1,2,,,,,,1,1,2,1,2,"2",2,,,2,7,1,1,0,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,,,,,,,,"",2,2,2,2,7746094,,,,1,1,1,2,2,2,2,"",2,7481672,,,,1,4,0,0,0,0,7,1,1,0,1,1,2,2,2,2,,,1,1,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,7,1,,,2,2,1,2016
"14665019129",12,"G","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas",3,"Comercio",4,"Mediana Empresa B",2,1,1,16.5164727966047,2,,,,,,1,1,2,1,2,"4",2,,,2,7,1,1,1,1,1,1,1,2,1,1,2,2,2,2,,,,,2,,,,,,,,"",2,2,2,2,2425666,,,,1,1,1,1,1,1,2,"",2,2267798,,,,2,0,0,0,0,0,7,1,1,1,2,1,2,2,2,2,,,2,1,1,1,1,1,2,2,1,1,2,2,1,2,2,1,2,7,1,,,2,2,1,2017
"14670238092",9,"G","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas",3,"Comercio",4,"Mediana Empresa B",2,1,1,1,2,,,,,,1,1,2,2,1,"4",1,1,2,2,7,3,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,1,1,2,,,,,,,,"",2,2,1,2,3945445,,,,1,2,2,2,2,2,2,"",2,3753368,,,,3,0,0,0,0,0,7,3,1,2,2,1,2,2,2,2,,,2,1,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,7,3,,,2,2,1,2016
"14673906096",9,"G","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas",3,"Comercio",4,"Mediana Empresa B",2,1,1,1,2,,,,,,1,1,2,1,2,"5",2,,,2,7,6,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,"",2,2,1,1,2017039,60,100,0,1,1,1,1,1,2,2,"",1,1690924,60,100,0,3,4,0,0,0,0,7,6,1,3,2,1,2,2,2,2,,,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,7,6,,,2,2,2,2018
"14679528093",9,"G","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas",3,"Comercio",5,"Grande Empresa",2,2,1,1,2,,,,,,1,1,2,2,1,"3",2,,,2,7,6,7,6,1,2,2,1,1,2,2,2,2,2,2,1,1,1,1,2,,,,,,,,"",2,2,2,2,25401147,,,,2,2,1,2,2,2,2,"",2,1805049,,,,10,4,0,0,0,0,7,6,7,6,2,1,1,2,2,2,,,2,1,1,2,2,2,2,2,1,1,2,2,1,1,2,2,2,7,6,,,2,2,1,2017
