"id_empresa","provincia","cod_letra","des_letra","cod_sector","des_sector","cod_tamano","des_tamano","cod_sector_tic","cod_tamano_tic","k","f_exp","tic1_1","tic1_2","tic1_3a","tic1_3b","tic1_3c","tic1_3d","tic2_1","tic2_2","tic2_2_1a","tic2_2_1b","tic2_2_1c","tic2_2_2","tic2_3","tic2_3_1a","tic2_3_1b","tic2_4","tic2_5_pers_ocup_h","tic2_5_pers_ocup_m","tic2_5_pers_ocup_internet_h","tic2_5_pers_ocup_internet_m","tic2_6a","tic2_6b","tic2_6c","tic2_6d","tic2_6e","tic2_6f","tic2_6g","tic2_6h","tic2_6i","tic2_6j","tic2_6k","tic2_7a","tic2_7b","tic2_7c","tic2_7d","tic2_8","tic2_8_1","tic2_8_2a","tic2_8_2b","tic2_8_2c","tic2_8_2d","tic2_8_2e","tic2_8_2f","tic2_8_2f_e","tic2_9","tic2_10","tic2_11","tic3_1","tic3_1_1_ventas","tic3_1_1_ventas_x_internet","tic3_1_1_ventas_x_internet_pais","tic3_1_1_ventas_x_internet_extranjero","tic3_1_2a","tic3_1_2b","tic3_1_2c","tic3_1_2d","tic3_1_2e","tic3_1_2f","tic3_1_2g","tic3_1_2g_e","tic3_2","tic3_2_1_compras","tic3_2_1_compras_x_internet","tic3_2_1_compras_x_internet_pais","tic3_2_1_compras_x_internet_extranjero","tic4_1a","tic4_1b","tic4_1c","tic4_1d","tic4_1e","tic4_1f","tic4_1_1_pers_ocup_h","tic4_1_1_pers_ocup_m","tic4_1_1_pers_ocup_usa_disp_h","tic4_1_1_pers_ocup_usa_disp_m","tic4_2a","tic4_2b","tic4_2c","tic4_2d","tic4_2e","tic4_3","tic4_3_1a","tic4_3_1b","tic4_4a","tic4_4b","tic4_4c","tic4_4d","tic4_4e","tic4_4f","tic4_4g","tic4_4h","tic5_1a","tic5_1b","tic5_1c","tic5_1d","tic5_1e","tic5_1f","tic5_1g","tic5_1h","tic6_1","tic6_1_1_pers_ocup_h","tic6_1_1_pers_ocup_m","tic6_1_1_pers_ocup_especialista_h","tic6_1_1_pers_ocup_especialista_m","tic6_2a","tic6_2b","tic6_2c","Año"
"14773718173",17,"H","Transporte y almacenamiento",5,"Servicios",5,"Grande Empresa",3,2,1,1,2,,,,,,2,,,,,"",,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,"",2,2,2,2,11969825,,,,2,2,2,2,2,2,1,"SE ENCARGA DE ESTE SERVICIO EMPRESA CONTRATADA",2,1149066,,,,21,0,0,0,0,0,,,0,0,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,2,2,1,2018
"14806288099",9,"H","Transporte y almacenamiento",5,"Servicios",5,"Grande Empresa",3,2,1,1,2,,,,,,2,,,,,"",,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,"",2,2,2,2,12670399,,,,2,2,2,2,2,2,1,"CONTRATA EMPRESA PARA QUE REALICE ESOS SERVICIOS",2,11512478,,,,0,0,0,0,0,0,,,0,0,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,2,2,1,2018
"14806689093",17,"G","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas",3,"Comercio",5,"Grande Empresa",2,2,1,1,2,,,,,,2,,,,,"",,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,"",2,2,2,2,10564174,,,,1,2,2,2,2,2,2,"",2,7167150,,,,0,0,0,0,0,0,,,0,,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,2,2,1,2018
"14817187090",9,"L","Actividades inmobiliarias",5,"Servicios",5,"Grande Empresa",3,2,1,1,2,,,,,,2,,,,,"",,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,"",2,2,2,2,7044856,,,,2,2,1,2,2,2,2,"",2,728830,,,,0,0,0,0,0,0,1,0,0,0,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,,,2,2,2,2018
"14817433091",9,"H","Transporte y almacenamiento",5,"Servicios",4,"Mediana Empresa B",3,1,1,8.36744585654017,2,,,,,,2,,,,,"",,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,"",2,2,2,2,,,,,2,2,2,2,2,2,1,"LA EMPRESA NO TIENE INTERNET A SU NOMBRE.",2,,,,,0,0,0,0,0,0,,,0,0,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,2,2,2,2018
"41950479173",17,"B","Explotación de minas y canteras",2,"Minería",5,"Grande Empresa",1,2,1,1,2,,,,,,2,,,,,"",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,"",2,2,2,2,25256448,,,,1,1,2,2,2,2,2,"",2,,,,,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,,,2,2,1,2018
"47188724171",17,"L","Actividades inmobiliarias",5,"Servicios",4,"Mediana Empresa B",3,1,1,5.69230769230769,2,,,,,,2,,,,,"",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,"",2,2,2,2,2291777,,,,1,2,2,2,2,2,2,"",2,183973,,,,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,,,2,2,1,2018
"47280040173",17,"N","Actividades de servicios administrativos y de apoyo",5,"Servicios",5,"Grande Empresa",3,2,1,1,2,,,,,,2,,,,,"",,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,"",2,2,2,2,11540396,,,,2,2,2,2,2,2,1,"SE ENCARGA OTRA EMPRESA (SICPA EC",2,6784774,,,,0,0,0,0,0,0,,,0,0,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,2,2,2,2018
"47281555134",13,"F","Construcción",4,"Construcción",4,"Mediana Empresa B",1,1,1,1,2,,,,,,2,,,,,"",,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,"",2,2,2,2,,,,,2,2,2,2,2,2,1,"NO TIENE EL SERVICIO DE INTERNET",2,,,,,0,0,0,0,0,0,1,0,0,0,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,,,2,2,2,2018
"47417730172",17,"F","Construcción",4,"Construcción",5,"Grande Empresa",1,2,1,1,2,,,,,,2,,,,,"",,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,"",2,2,2,2,,,,,2,2,2,2,2,2,1,"CONTRATA DIRECTAMENTE AL CONSORCIO",2,10979022,,,,0,0,0,0,0,0,,,0,0,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,2,2,1,2018
"47778545175",17,"K","Actividades financieras y de seguros",5,"Servicios",5,"Grande Empresa",3,2,1,1,2,,,,,,2,,,,,"",,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,"",2,2,2,2,31259228,,,,2,2,2,2,2,2,1,"LA EMPRESA NO TIENE PERSONAL Y NO POSEE OFICINAS P",2,10101052,,,,0,0,0,0,0,0,,,0,0,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,2,2,2,2018
"47794640170",17,"F","Construcción",4,"Construcción",5,"Grande Empresa",1,2,1,4.06674542232723,2,,,,,,2,,,,,"",,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,"",2,2,2,2,,,,,2,2,2,2,2,2,1,"LA EMPRESA CONSTRUCTORA C.V.R SE HACE CARGO.",2,,,,,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,,,2,2,1,2018
"13673315091",9,"G","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas",3,"Comercio",4,"Mediana Empresa B",2,1,1,1,2,,,,,,1,1,1,2,1,"3",1,1,1,1,0,0,0,0,1,2,2,1,1,1,2,2,2,2,2,1,1,1,1,2,,,,,,,,"",2,2,2,2,2737370,,,,1,2,2,2,2,2,2,"",2,1015878,,,,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,0,0,,,2,2,2,2018
"13710067095",9,"L","Actividades inmobiliarias",5,"Servicios",4,"Mediana Empresa B",3,1,1,5.69230769230769,2,,,,,,1,1,2,2,1,"2",2,,,2,0,0,0,0,1,1,1,2,1,1,1,1,2,1,2,2,1,1,1,2,,,,,,,,"",1,2,1,2,3896541,,,,2,1,2,2,2,2,2,"",2,3840139,,,,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,0,0,,,2,2,2,2018
"13710067095",9,"L","Actividades inmobiliarias",5,"Servicios",4,"Mediana Empresa B",3,1,1,1,2,,,,,,1,1,1,2,2,"2",2,,,2,0,0,0,0,1,2,1,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,1,2,1,"F",2,2,1,2,3549418,,,,1,1,1,1,1,1,2,"",2,2571403,,,,0,0,0,0,0,0,0,0,,,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,1,1,1,2,2,1,2,1,2,0,0,,,2,2,1,2017
"13710067095",9,"L","Actividades inmobiliarias",5,"Servicios",5,"Grande Empresa",3,2,1,1,2,,,,,,1,1,1,2,2,"2",2,,,2,0,0,0,0,1,2,1,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,1,2,1,"",2,2,1,2,6265860,,,,1,2,2,2,2,2,2,"",2,995146,,,,3,0,0,0,0,0,0,0,0,0,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,1,1,2,2,1,1,2,1,,0,0,,,,,,2016
"13710796097",9,"L","Actividades inmobiliarias",5,"Servicios",4,"Mediana Empresa B",3,1,1,5.69230769230769,2,,,,,,1,1,2,2,1,"4",2,,,2,0,0,0,0,1,1,1,2,1,1,1,1,2,1,2,2,1,1,1,2,,,,,,,,"",1,2,1,2,3566158,,,,1,2,2,1,2,2,2,"",2,3108989,,,,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,0,0,,,2,2,1,2018
"13798696178",17,"G","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas",3,"Comercio",3,"Mediana Empresa A",2,1,1,1,2,,,,,,1,1,2,2,1,"4",2,,,2,0,0,0,0,1,2,1,2,1,2,1,2,2,2,2,1,1,1,1,2,,,,,,,,"",2,2,2,2,1669503,,,,1,2,2,2,2,2,2,"",2,1503168,,,,0,0,0,0,0,0,0,0,,,2,1,1,1,2,1,1,1,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,,0,0,,,,,,2016
"13824555171",17,"H","Transporte y almacenamiento",5,"Servicios",4,"Mediana Empresa B",3,1,1,1,2,,,,,,1,1,2,2,1,"4",1,1,2,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,"",1,1,1,2,3296625,,,,1,1,2,2,2,2,2,"",2,3680449,,,,0,0,0,0,0,0,0,0,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,0,0,,,2,2,1,2017
"13824928171",17,"B","Explotación de minas y canteras",2,"Minería",5,"Grande Empresa",1,2,1,1,2,,,,,,1,1,1,2,1,"4",1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,"",1,1,1,2,8382219,,,,2,1,2,2,2,2,2,"",2,5350449,,,,0,0,0,0,0,0,0,1,,,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,0,1,,,2,2,1,2017
"13825374170",17,"J","Información y comunicación",5,"Servicios",5,"Grande Empresa",3,2,1,1,2,,,,,,1,1,2,2,1,"5",2,,,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,"",1,2,1,2,5863509,,,,1,2,2,2,2,2,2,"",2,3201080,,,,0,0,0,0,0,0,0,0,,,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,0,0,,,2,2,1,2017
"13826635171",17,"B","Explotación de minas y canteras",2,"Minería",3,"Mediana Empresa A",1,1,1,1,1,3481,0,100,0,0,1,1,2,2,1,"1",1,2,1,2,0,2,0,2,1,1,2,2,1,2,2,2,2,2,2,1,1,1,1,2,,,,,,,,"",2,2,2,2,1282708,,,,1,2,2,2,2,2,2,"",2,1168386,,,,4,0,0,0,0,3,0,2,0,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,0,2,,,2,2,1,2016
"13827499174",17,"G","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas",3,"Comercio",5,"Grande Empresa",2,2,1,1,1,1200,50,30,20,0,1,1,1,2,2,"3",2,,,2,0,2,0,2,1,2,1,1,1,1,2,2,1,2,2,2,2,1,1,2,,,,,,,,"",2,2,2,2,9961162,,,,1,1,1,1,1,1,1,"NO TIENE PLATAFORMA PARA VENTAS EN LINEA",2,10561354,,,,4,0,0,1,1,1,0,2,0,2,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,2,0,2,,,2,2,1,2016
